								Sun		Mon		Tue		Wed		Thu		Fri		Sat							
Merged-03-oct.tsv:a2534770-c5da-102f-9ef2-2571e2a7fcc5	Frenchy's Chicken	8110 Kirby Dr. 	Houston	TX	77054	USA	(713) 592-9115															http://www.frenchyschicken.com/	http://www.yelp.com/biz/xg-p34zzE2vnRadyoQ1RyA		http://local.yahoo.com/info-42297576-frenchey-s-chicken-houston	https://plus.google.com/117995164019054925842/about?hl=en	http://www.facebook.com/frenchyschicken?ref=ts&fref=ts
Merged-03-oct.tsv:a2580230-afbc-102f-bedd-e520411b8fc9	Rocco's Pizza San Francisco	711 E Blithedale Ave. 	Mill Valley	CA	94941	USA	(415) 388-4444	11:00 AM	9:30 PM	11:00 AM	9:30 PM	11:00 AM	9:30 PM	11:00 AM	9:30 PM	11:00 AM	9:30 PM	11:00 AM	9:30 PM	11:00 AM	9:30 PM	http://roccospizzamillvalley.com/	http://www.yelp.com/biz/aNX0PJHgX_Aoly7rSIKA6g	http://www.tripadvisor.com/Restaurant_Review-g60909-d926182-Reviews-Rocco_s_Pizza_Pasta-Mill_Valley_Marin_County_California.html	http://local.yahoo.com/info-21547989-rocco-s-pizza-pasta-mill-valley	http://bit.ly/utDiw2	http://www.facebook.com/RoccosPizzaMillValley?ref=ts&fref=ts
Merged-03-oct.tsv:a258ddd0-c5bb-102f-9ddf-784f50a78488	Clear Lake Bed and Breakfast	2 Sixteenth St. 	Lakeport	CA	95453	USA	(707) 263-9071	8:00 AM	10:00 PM	8:00 AM	10:00 PM	8:00 AM	10:00 PM	8:00 AM	10:00 PM	8:00 AM	10:00 PM	8:00 AM	10:00 PM	8:00 AM	10:00 PM	http://www.clearlakebedandbreakfast.com	http://www.yelp.com/biz/clear-lake-bed-and-breakfast-lakeport	http://www.tripadvisor.com/Hotel_Review-g32602-d1207079-Reviews-Clear_Lake_Bed_and_Breakfast-Lakeport_Lake_County_California.html	http://local.yahoo.com/info-46934507-clear-lake-bed-breakfast-lakeport	https://plus.google.com/101258887056850645832/about?hl=en	http://www.facebook.com/ClearLakeBedandBreakfast?ref=ts&fref=ts
Merged-03-oct.tsv:a25d3610-b02f-102f-bfde-7c951c04b00b	NYLA Kensington Boutique	4095 Adams Avenue 	San Diego	CA	92116	USA	(619) 280-5300																			https://plus.google.com/113046689962045520462/about?hl=en	http://www.facebook.com/pages/NYLA-Online/190578534332244?ref=ts&fref=ts
Merged-03-oct.tsv:a26c8141-b090-102f-bf5b-a601956cacad	French Cuff Consignment	130 G St. (2nd and G)	Davis	CA	95616	USA	(530) 756-3724	closed	closed	closed	closed	11:00 AM	5:00 PM	11:00 AM	5:00 PM	11:00 AM	5:00 PM	11:00 AM	5:00 PM	11:00 AM	5:00 PM	www.frenchcuffbtq.com			http://local.yahoo.com/info-90823910-french-cuff-consignment-davis	https://plus.google.com/108299169479640553756/about?hl=en	http://www.facebook.com/frenchcuff
Merged-03-oct.tsv:a276c640-c5e0-102f-a17f-c3c2ff74d1d4	Gray Line Chicago	410 N Michigan Ave. 	Chicago	IL	60611	USA	(312) 251-3107															grayline.com	http://www.yelp.com/biz/grayline-sightseeing-tours-chicago		http://yhoo.it/tjpXS6	http://bit.ly/sudXLG	
Merged-03-oct.tsv:a2772bb0-aff8-102f-beff-bc3c6d688f96	Schwartz Brothers Restaurants	10500 N.E. 8th. 21st Floor.	Bellevue	WA	98004	USA	(425) 462-4662	5:00 PM	10:00 PM	11:30 AM	10:00 PM	11:30 AM	10:00 PM	11:30 AM	10:00 PM	11:30 AM	10:00 PM	11:30 AM	11:00 PM	5:00 PM	10:00 PM	www.schwartzbros.com	http://bit.ly/tqMw0B	http://www.tripadvisor.com/Restaurant_Review-g58349-d433336-Reviews-Schwartz_Brothers_Restaurants-Bellevue_Washington.html	http://local.yahoo.com/info-22075134-daniel-s-broiler-bellevue-bellevue	http://bit.ly/tKMBqp	http://www.facebook.com/pages/Daniels-Broiler-At-Bellevue/120244754654653?ref=ts&fref=ts
Merged-03-oct.tsv:a292e1f0-afb4-102f-bb77-f13e66eca7e7	Jarrow Formulas	1824 S Robertson Blvd.	Los Angeles	CA	90035	USA	(310) 204-6936	closed	closed	8:00 AM	5:00 PM	8:00 AM	5:00 PM	8:00 AM	5:00 PM	8:00 AM	5:00 PM	8:00 AM	5:00 PM	closed	closed	www.jarrow.com	http://www.yelp.com/biz/jarrow-formulas-los-angeles		http://local.yahoo.com/info-26951859-jarrow-formulas-incorporated-los-angeles	https://plus.google.com/115082290278658470815/about?hl=en	http://www.facebook.com/pages/Jarrow-Formulas/168222523194133?ref=ts&fref=ts
Merged-03-oct.tsv:a2949e20-c646-102f-9bf9-c2065f419d65	Sharkys Woodfire Mexican Grill LA	5511 Reseda Blvd. 	Tarzana	CA	91357	USA	(818) 881-8760	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	www.sharkys.com	http://www.yelp.com/biz/sharkys-woodfired-mexican-grill-tarzana#query:Sharkys%20Woodfire%20Mexican%20Grill		http://goo.gl/0YbuI	https://plus.google.com/102398758974365007272/about?hl=en	http://www.facebook.com/SharkysSocial
Merged-03-oct.tsv:a297f450-c658-102f-a7fc-9f7faccc4cd0	Young Family Dental	483 E 200 S. 	American Fork	UT	84003	USA	(801) 756-7173			8:00 AM	5:00 PM	8:00 AM	5:00 PM	8:00 AM	12:00 PM	8:00 AM	5:00 PM	8:00 AM	5:00 PM			youngfamilydental.com	http://www.yelp.com/biz/young-family-dental-american-fork		http://local.yahoo.com/info-19906798-young-family-dental-incorporated-orem	https://plus.google.com/112693047237854157849/about?gl=us&hl=en	http://www.facebook.com/BestFamilyDentist
Merged-03-oct.tsv:a29be420-b0dc-102f-bfdc-b2acd685beae	Munson-Cox Portrait Design	1015 E Road To Six Flags St. 	Arlington	TX	76011	USA	(817) 460-4042			9:00 AM	6:00 PM	9:00 AM	6:00 PM	9:00 AM	6:00 PM	9:00 AM	6:00 PM	9:00 AM	6:00 PM	9:00 AM	5:00 PM	munson-cox.com	http://www.yelp.com/biz/munson-cox-portrait-design-arlington-3		http://bit.ly/rXYZvi	http://maps.google.com/maps/place?cid=2620179942474406743	http://www.facebook.com/pages/Munson-Cox-Portrait-Design/215272725206647?ref=ts&fref=ts
Merged-03-oct.tsv:a2a4df50-c5d9-102f-a9bf-fd05f6980c17	Foursided	2939 N.Broadway St.	Chicago	IL	60657	USA	(773) 248-1960	11:00 AM	5:00 PM	11:00 AM	7:00 PM	11:00 AM	7:00 PM	11:00 AM	7:00 PM	11:00 AM	7:00 PM	10:00 AM	7:00 PM	10:00 AM	7:00 PM	http://www.foursided.com/	http://bit.ly/qpnYgd		local.yahoo.com/info-17440434-four-sided-custom-framing-chicago	https://plus.google.com/114844770443393175123/about?gl=us&hl=en	http://www.facebook.com/Foursided
Merged-03-oct.tsv:a2a8a720-afa4-102f-b7af-3725c641902f	Tachibana Restaurant	5812 College Ave. 	Oakland	CA	94618	USA	(510) 654-3668	5:00 PM	9:30 PM	11:30 AM	9:45 PM	11:30 AM	9:45 PM	11:30 AM	9:45 PM	11:30 AM	9:45 PM	11:30 AM	10:15 PM	5:00 PM	10:15 PM	http://www.tachibanasushibar.com/	http://www.yelp.com/biz/y0Wc1ADj77vkjnzKTkKcAQ	http://www.tripadvisor.com/Restaurant_Review-g32810-d377665-Reviews-Tachibana-Oakland_California.html		http://g.co/maps/x47p8	
Merged-03-oct.tsv:a2b29160-c5cd-102f-acc4-b7c9261c68d4	Dutchess Intimates Boutique	346 E.Campbell Ave. 	Campbell	CA	95008	USA	(408) 866-8006	11:00 AM	5:00 PM	closed	closed	12:00 PM	6:00 PM	12:00 PM	6:00 PM	12:00 PM	6:00 PM	12:00 PM	6:00 PM	11:00 AM	5:00 PM	www.dutchessboutique.com	http://bit.ly/Hlfjbd		http://bit.ly/HlfGCB	http://bit.ly/HlfB1K	http://www.facebook.com/dutchessintimatesboutique
Merged-03-oct.tsv:a2b7f5b0-c627-102f-bff7-c56f1dd4bb32	Pho Aura	5037 Westfields Blvd. 	Centreville	VA	20120	USA	(703) 378-0049	closed	closed	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:30 PM	11:00 AM	10:30 PM	www.phoaura.com	http://www.yelp.com/biz/DEzX7jaIODh5co1yaBxPvQ		http://local.yahoo.com/info-64390957-pho-aura-llc-centreville	https://plus.google.com/109774512369728816086/about?gl=us&hl=en	http://www.facebook.com/pages/Pho-Aura-Cafe/364195765318?ref=ts&fref=ts
Merged-03-oct.tsv:a2bc4d90-c64a-102f-b2c7-f18f7fc82b66	Smoky Mountain Custom Details	50 Wright Rd	Asheville	NC	28840	USA	(828) 484-1684			8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	http://smokymtncustomdetails.com/	http://www.yelp.com/biz/smoky-mountain-custom-auto-details-asheville		http://local.yahoo.com/info-46952429-smoky-mountain-custom-details-asheville	https://plus.google.com/108075671882932070386/about?gl=us&hl=en	
Merged-03-oct.tsv:a2be22c0-c5d0-102f-bb74-dc8536edfd8c	Ellen's Amusement Center	1350 S. Hwy. 67 	Cedar Hill	TX	75104	USA	(972) 291-4242	12:00 PM	10:00 PM	4:00 PM	9:00 PM	4:00 PM	9:00 PM	4:00 PM	9:00 PM	4:00 PM	9:00 PM	4:00 PM	12:00 AM	10:00 AM	12:00 AM	http://www.ellensac.com/	http://www.yelp.com/biz/ellens-amusement-center-cedar-hill		http://bit.ly/neSojR	http://g.co/maps/y7n2d	http://www.facebook.com/pages/Ellens-Amusement-Center/105431662851196?ref=ts&fref=ts
Merged-03-oct.tsv:a2c58f11-afd2-102f-b5dc-6377653905b8	Werners Specialty Foods	5736 Johnson Dr. 	Mission	KS	66202	USA	(913) 362-5955			9:00 AM	2:00 PM	9:00 AM	6:00 PM	9:00 AM	6:00 PM	9:00 AM	6:00 PM	9:00 AM	6:00 PM	9:00 AM	5:00 PM	www.wernerswurst.com/	http://bit.ly/mWiGkM			https://plus.google.com/104211927095666675613/about?hl=en	www.facebook.com/pages/Werners-Specialty-Foods/86232804157?ref=ts&fref=ts
Merged-03-oct.tsv:a2c65e80-c630-102f-bfdf-836b4ada345a	Pure Barre New Orleans & Mandeville	3923 Magazine St. 	New Orleans	LA	70115	USA	(504) 342-2208	12:00 PM	5:30 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	5:30 PM	8:00 AM	5:30 PM	http://purebarre.com/p-louisiana.html	http://www.yelp.com/biz/pure-barre-new-orleans		http://local.yahoo.com/info-92198810-pure-barre-new-orleans	http://g.co/maps/bfmvt	http://www.facebook.com/PBNOLA?ref=ts&fref=ts
Merged-03-oct.tsv:a2c67610-c5a2-102f-b67f-5b6a93b4c32d	AT&T Park Tours	24 Willie Mays Plz. 	San Francisco	CA	94107	USA	(415) 972-2000	closed	closed	10:00 AM	4:00 PM	10:00 AM	4:00 PM	10:00 AM	4:00 PM	10:00 AM	4:00 PM	10:00 AM	4:00 PM	closed	closed	http://sanfrancisco.giants.mlb.com/index.jsp?c_id=sf	http://www.yelp.com/biz/at-and-t-park-tours-san-francisco			https://plus.google.com/114995991922311473611/about?gl=in&hl=en	http://www.facebook.com/MLBShop?ref=ts&fref=ts
Merged-03-oct.tsv:a2cd2370-afc2-102f-b57f-444d262359b2	Sanibel Cafe	2007 Periwinkle Way. 	Sanibel Island	FL	33957	USA	(239) 472-5323	7:00 AM	2:30 PM	7:00 AM	2:30 PM	7:00 AM	2:30 PM	7:00 AM	2:30 PM	7:00 AM	2:30 PM	7:00 AM	2:30 PM	7:00 AM	2:30 PM	www.sanibelcafe.com/	http://bit.ly/I1hYr8	http://www.tripadvisor.com/Restaurant_Review-g34616-d402087-Reviews-Sanibel_Cafe-Sanibel_Island_Florida.html	http://local.yahoo.com/info-14569512-sanibel-cafe-sanibel	https://plus.google.com/108861894955638932919/about?gl=in&hl=en	http://www.facebook.com/SanibelCafe
Merged-03-oct.tsv:a2cfa940-b127-102f-8bff-3bc70f2b81f4	ORA Dental Studio	1854 W Division.	Chicago	IL	60622	USA	(773) 227-6721			11:00 AM	7:00 PM	8:00 AM	6:00 PM	12:00 PM	7:00 PM	8:00 AM	6:00 PM	8:00 AM	4:00 PM			http://www.oradentalstudio.com/	http://www.yelp.com/biz/ora-dental-studio-chicago-10#query:ORA%20Dental%2C%20Oral%20Surgery%20%26%20Implant%20Studio		http://local.yahoo.com/info-88916211-ora-dental-studios-chicago	https://plus.google.com/102803267197153606533/about?gl=in&hl=en	http://www.facebook.com/ORADentalStudioWickerPark?ref=ts&fref=ts
Merged-03-oct.tsv:a2d26a70-c646-102f-adeb-1a5c770dee1c	Sharkys Woodfire Mexican Grill	5511 Reseda Blvd. 	Tarzana	CA	91357	USA	(818) 881-8760	10:30 AM	9:30 PM	10:30 AM	9:30 PM	10:30 AM	9:30 PM	10:30 AM	9:30 PM	10:30 AM	9:30 PM	10:30 AM	9:30 PM	10:30 AM	9:30 PM	www.sharkys.com	http://www.yelp.com/biz/sharkys-woodfired-mexican-grill-tarzana#query:Sharkys%20Woodfire%20Mexican%20Grill		http://goo.gl/0YbuI	https://plus.google.com/102398758974365007272/about?gl=in&hl=en	http://www.facebook.com/SharkysSocial
Merged-03-oct.tsv:a2d72360-c65c-102f-bee7-0b4745f92eae	White Crescent Burgers	5023 Okeechobee Blvd. 	West Palm Beach	FL	33417	USA	(561) 681-0799																http://gr.pn/ueEuii			http://gr.pn/tUeJE7	http://www.facebook.com/pages/White-Crescent-Burgers/209596752415759
Merged-03-oct.tsv:a2ea1d70-b0d7-102f-b7ce-c82e717b962f	Homegrown	3416 Fremont Ave. N. 	Seattle	WA	98103	USA	(206) 453-5232	8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	8:00 AM	8:00 PM	www.eathomegrown.com	http://bit.ly/ooozED	http://www.tripadvisor.com/Restaurant_Review-g60878-d2460735-Reviews-Homegrown-Seattle_Washington.html	http://local.yahoo.com/info-29996711-homegrown-seattle	http://bit.ly/qco7zd	http://www.facebook.com/Homegrownian
Merged-03-oct.tsv:a2eec2f0-c5c0-102f-b98d-d9f8f7bb04ef	Crowne Plaza Hotel Downtown Denver	27000 Karevich Dr. 	Novi	MI	48377	USA	(248) 348-5000															crowneplaza.com 	http://www.yelp.com/biz/crowne-plaza-hotel-detroit-novi-novi	http://www.tripadvisor.com/Hotel_Review-g42538-d90154-Reviews-Crowne_Plaza_Hotel_Detroit_Novi-Novi_Michigan.html	http://local.yahoo.com/info-37020083-crowne-plaza-detroit-novi-novi	https://plus.google.com/107231274327022672827/about?hl=en	http://www.facebook.com/crowneplazadetroitnovi?fref=ts
Merged-03-oct.tsv:a2f545a0-c64f-102f-837d-8ae2b9f11c65	Starland Dining Group	11 E. 41st St.	Savannah	GA	31401	USA	(912) 443-9355			11:00 AM	3:00 PM	11:00 AM	3:00 PM	11:00 AM	3:00 PM	11:00 AM	3:00 PM	11:00 AM	3:00 PM	11:00 AM	3:00 PM		http://yelp.com/biz/starland-cafe-savannah/	http://www.tripadvisor.com/Restaurant_Review-g60814-d827163-Reviews-The_Starland_Cafe-Savannah_Georgia.html		https://plus.google.com/116349983281281350651/about?hl=en	http://www.facebook.com/pages/The-Starland-Cafe/83200028433?fref=ts
Merged-03-oct.tsv:a2f7eb10-c60a-102f-bfbd-cd7d5de68486	Made Up Theatre	3392 Seldon Ct. 	Fremont	CA	94539	USA	(510) 573-3633	closed	closed	closed	closed	closed	closed	closed	closed	closed	closed	closed	closed	7:30 PM	10:00 PM	http://www.madeuptheatre.com/	http://www.yelp.com/biz/7UFDDNNGiPuJKcqlu-xf4A		http://local.yahoo.com/info-83614452-made-up-theater-fremont	https://plus.google.com/106158357000904413287/about?hl=en	http://www.facebook.com/madeuptheatre
Merged-03-oct.tsv:a3004610-b35f-102f-ae7d-de031ce25d0a	Quick Fix Technologies	347 5th Ave. Suite 310. 3rd Floor	New York	NY	10016	USA	(212) 810-6432	closed	closed	10:00 AM	7:00 PM	10:00 AM	7:00 PM	10:00 AM	7:00 PM	10:00 AM	7:00 PM	10:00 AM	7:00 PM	10:00 AM	7:00 PM	www.quickfixny.com				https://plus.google.com/112974237094575633496/about?hl=en	http://www.facebook.com/quickfixny?fref=ts
Merged-03-oct.tsv:a300cf40-c60b-102f-8aff-dbd1ab075123	Mambo Grill & Tapas	1024 S. Fulton St. 	Salisbury	NC	28144	USA	(704) 637-0192	12:00 PM	4:00 PM	closed	closed	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	10:00 PM	12:00 PM	10:00 PM	www.mambogrillcubancuisine.com	http://bit.ly/LbXQ5N	http://www.tripadvisor.com/Restaurant_Review-g49507-d3174941-Reviews-Mambo_Grill_Tapas-Salisbury_North_Carolina.html	http://local.yahoo.com/info-98754697-mambo-grill-salisbury	http://bit.ly/LbXNa3	http://www.facebook.com/pages/Mambo-Grill-Tapas/136910016343168?fref=ts
Merged-03-oct.tsv:a30d16f0-b0a4-102f-be89-8bd9d10b158f	Studio Fifty Fifty	5050 Heil Ave. Unit C.	Huntington Beach 	CA	92649	USA	(714) 840-9777					8:30 AM	8:30 PM	8:30 AM	8:30 PM	8:30 AM	8:30 PM	8:30 AM	8:30 PM	8:00 AM	6:00 PM	http://www.studiofiftyfifty.com/	http://yelp.com/biz/studio-fifty-fifty-huntington-beach/			http://maps.google.com/maps/place?cid=6365637649469772062	
Merged-03-oct.tsv:a31e3690-c5f0-102f-bfef-d6d1dc6149b3	Heavenly Couture	305 Main St. 	Newport	CA	92661	USA	(949) 723-1683															www.getheavenly.com	http://www.yelp.com/biz/heavenly-couture-newport-beach		http://local.yahoo.com/info-72964949-heavenly-couture-newport-beach	https://plus.google.com/117082492050144123495/about?hl=en	http://www.facebook.com/HeavenlyCouture
Merged-03-oct.tsv:a31feba0-b265-102f-afbe-dc7c7e414531	Raleigh Amphitheater	500 S. McDowell St.	Raleigh	NC	27601	USA	(919) 831-6400	closed	closed	8:30 AM	5:15 PM	8:30 AM	5:15 PM	8:30 AM	5:15 PM	8:30 AM	5:15 PM	8:30 AM	5:15 PM	closed	closed	www.raleigh-amphitheater.com	http://bit.ly/sUJXCc		http://local.yahoo.com/info-102731437-raleigh-convention-center-raleigh	http://bit.ly/tE9uOt	http://www.facebook.com/pages/Raleigh-Amphitheater/237277639648105?fref=ts
Merged-03-oct.tsv:a32b1c20-c622-102f-bfd2-9c2205660311	Paisanos Pizza Grill	1246 Camp Rd. 	Charleston	SC	29412	USA	(843) 762-1135	11:00 AM	12:00 AM	11:00 AM	12:00 AM	11:00 AM	12:00 AM	11:00 AM	12:00 AM	11:00 AM	12:00 AM	11:00 AM	3:00 AM	11:00 AM	3:00 AM	http://www.paisanosji.com/	http://www.yelp.com/biz/paisanos-pizza-grill-charleston	http://www.tripadvisor.com/Restaurant_Review-g54171-d829169-Reviews-Paisano_s_Pizza_Grill-Charleston_South_Carolina.html	http://local.yahoo.com/info-37547662-paisanos-pizza-grill-charleston	http://bit.ly/xTe3mN	http://www.facebook.com/paisanospizzagrill?fref=ts
Merged-03-oct.tsv:a32b55f0-c5f0-102f-abff-59ddf108577b	Heavenly Couture	948 Garnet Ave. 	San Diego	CA	92109	USA	(858) 581-1825	11:00 AM	8:00 PM	11:00 AM	8:00 PM	11:00 AM	8:00 PM	11:00 AM	8:00 PM	11:00 AM	8:00 PM	11:00 AM	8:00 PM	11:00 AM	8:00 PM	www.getheavenly.com	http://www.yelp.com/biz/heavenly-couture-san-diego		http://local.yahoo.com/info-77346987-heavenly-couture-san-diego		http://www.facebook.com/HeavenlyCouture
Merged-03-oct.tsv:a3343790-c598-102f-aed7-7d919b8479a4	AH Laser Aesthetics	1640 N. Arlington Heights Rd. Suite 210.	Arlington Heights	IL	60004	USA	(847) 255-7474			8:30 AM	6:00 PM	8:30 AM	8:00 PM	8:30 AM	6:00 PM	8:30 AM	6:00 PM	8:30 AM	5:00 PM	9:00 AM	4:00 PM	http://ahlaseraesthetics.com	http://www.yelp.com/biz/1k8bNR-cR6BDyaKXM_q8Uw		http://local.yahoo.com/info-102915621-ah-laser-aesthetics-limited-arlington-heights	http://maps.google.com/maps/place?cid=13172757286750933818	http://www.facebook.com/ahlaseraesthetics?fref=ts
Merged-03-oct.tsv:a337b9e0-b127-102f-a17e-540b1e3b47dc	TigerDirect.com	7795 W. Flagler St. Suite 35.	Miami	FL	33144	USA	(800) 888-6111	10:00 AM	6:00 PM	9:00 AM	9:00 PM	9:00 AM	9:00 PM	9:00 AM	9:00 PM	9:00 AM	9:00 PM	9:00 AM	9:00 PM	9:00 AM	9:00 PM	www.tigerdirect.com 	http://www.yelp.com/biz/tigerdirect-com-miami-3		http://local.yahoo.com/info-71054362-tigerdirectcomflagler-miami	https://plus.google.com/105829538491175427510/about?hl=en	http://www.facebook.com/TigerDirect
Merged-03-oct.tsv:a33fd180-c5b2-102f-8d7d-95a3fcff7058	Calgary Philharmonic Orchestra	205 8th Ave. SE. 	Calgary	AB	T2G 0K9	Canada	(403) 571-0270	closed	closed	10:00 AM	6:00 PM	10:00 AM	6:00 PM	10:00 AM	6:00 PM	10:00 AM	6:00 PM	10:00 AM	6:00 PM	10:00 AM	6:00 PM	http://www.cpo-live.com/main/	http://www.yelp.com/biz/calgary-philharmonic-orchestra-calgary	http://www.tripadvisor.com/Attraction_Review-g154913-d2181841-Reviews-Calgary_Philharmonic_Orchestra-Calgary_Alberta.html		https://plus.google.com/111309900901894528258/about?hl=en	http://www.facebook.com/home.php?#!/pages/Calgary-Philharmonic-Orchestra/39456269313
Merged-03-oct.tsv:a3446eb0-c65d-102f-b35f-eeb1db2d0f28	Yoga Madre	16 W. Sierra Madre Blvd.	Sierra Madre	CA	91024	USA	(626) 355-2010	9:00 AM	6:00 PM	8:00 AM	9:00 PM	8:00 AM	9:00 PM	9:00 AM	9:00 PM	8:00 AM	9:00 PM	8:00 AM	8:00 PM	9:00 AM	5:30 PM	http://yogamadre.com	http://yelp.com/biz/yoga-madre-arcadia/		http://local.yahoo.com/info-20586390	https://plus.google.com/111747937401470594769/about?hl=en	http://www.facebook.com/yogamadre?fref=ts
Merged-03-oct.tsv:a348d620-b051-102f-b7ff-2c854f85e797	Grand	374 Somerville Ave.	Somerville	MA	2143	USA	(617) 623-2429	12:00 PM	5:00 PM			12:00 PM	7:00 PM	12:00 PM	7:00 PM	12:00 PM	7:00 PM	12:00 PM	7:00 PM	11:00 AM	7:00 PM	http://grandthestore.com/	http://gr.pn/vxWbyI		http://local.yahoo.com/info-56325849-grand-somerville	https://plus.google.com/100338381590198052711/about?hl=en	http://www.facebook.com/grandthestore?fref=ts
Merged-03-oct.tsv:bc28de00-c5dd-102f-8e3f-1cdac7381ee7	Give Me Some Sugar	2205 W. Belmont Ave. 	Chicago	IL	60618	USA	(773) 281-3154	9:00 AM	6:00 PM					11:00 AM	7:00 PM	11:00 AM	7:00 PM	11:00 AM	7:00 PM	9:00 AM	6:00 PM	http://www.givesugar.com/	http://yelp.com/biz/give-me-some-sugar-chicago/		http://local.yahoo.com/info-99689919-give-me-some-sugar-chicago		http://www.facebook.com/GiveSugar
Merged-03-oct.tsv:bc2faea0-c647-102f-b1b6-a146d83a3d98	Sicily's Pizza & Pasta	1502 W. University Dr. 	McKinney	TX	75069	USA	(972) 542-9365	11:00 AM	9:00 PM			11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	http://www.sicilyspizzamckinney.com/	http://bit.ly/oPeK20	http://www.tripadvisor.com/Restaurant_Review-g56260-d516258-Reviews-Sicily_s_Pizza_Pasta-McKinney_Texas.html	http://bit.ly/qAK5v5	http://maps.google.com/maps/place?cid=2417293183009875135	http://www.facebook.com/pizzamckinney?ref=ts&fref=ts
Merged-03-oct.tsv:bc338b80-b0d8-102f-8f2f-e5f102385e29	Adega Wine Cellars & Cafe	8519. Fenton St. 	Silver Spring	MD	20910	USA	(301) 608-2200	11:00 AM	9:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	11:00 PM	11:00 AM	11:00 PM	adegawinecellars.com	http://yelp.com/biz/adega-wine-cellars-silver-spring/	http://www.tripadvisor.com/Restaurant_Review-g41378-d3263946-Reviews-Adega_Wine_Cellars_Cafe-Silver_Spring_Maryland.html	http://local.yahoo.com/info-12510192	http://maps.google.com/maps/place?cid=9854741120358167882	http://www.facebook.com/adegawine?ref=ts
Merged-03-oct.tsv:bc347590-c5c3-102f-bbff-764a06a445a2	Hot Yoga Tallahassee	1238. Blountstown Hwy. 	Tallahassee	FL	32304	USA	(407) 325-2042?															hotyogatallahassee.com	http://www.yelp.com/biz/hot-yoga-tallahassee-tallahassee		http://local.yahoo.com/info-83035034-hot-yoga-tallahassee-tallahassee	http://goo.gl/uSzof	http://www.facebook.com/pages/Hot-Yoga-Tallahassee/108055929249262?ref=ts&fref=ts
Merged-03-oct.tsv:bc35aba0-c653-102f-9efb-164e727537a5	Sweet Bites Bakery and Cafe	5A Spruce St.	Acton	MA	1720	USA	(978) 263-2233	closed	closed	closed	closed	7:00 AM	4:00 PM	7:00 AM	4:00 PM	7:00 AM	4:00 PM	7:00 AM	4:00 PM	8:00 AM	3:00 PM	http://www.sweet-bites.com/	http://www.yelp.com/biz/aNK-M-MOAyx0OhehUeLoeg	http://www.tripadvisor.com/Restaurant_Review-g29503-d1065858-Reviews-Sweet_Bites_Bakery_Cafe-Acton_Massachusetts.html	http://local.yahoo.com/info-10070772-sweet-bites-bakery-cafe-acton	http://bit.ly/p2jfar	
Merged-03-oct.tsv:bc35d2b0-c653-102f-bfd7-2db318a3c924	Sweet CeCe's Nashville	4031. Hillsboro Pike. Suite 905.	Nashville	TN	37215	USA	(615) 750-5523	12:00 PM	9:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	11:00 PM	11:00 AM	11:00 PM	www.sweetceces.net	http://www.yelp.com/biz/sweet-ceces-nashville-3	http://www.tripadvisor.com/Restaurant_Review-g55229-d1527683-Reviews-Sweet_CeCe_s-Nashville_Tennessee.html	http://local.yahoo.com/info-84556939-sweet-cece-s-frozen-yogurt-nashville	https://plus.google.com/116364376311125146554/about?hl=en	http://www.facebook.com/SweetCeCes
Merged-03-oct.tsv:bc454530-c615-102f-bcb7-d711a71151ef	Monsignor's Restaurant	679. 5th Ave	Brooklyn	NY	11215	USA	(718) 369-2575	10:00 AM	10:30 PM	11:00 AM	11:00 PM	11:00 AM	11:00 PM	11:00 AM	11:00 PM	11:00 AM	11:00 PM	11:00 AM	11:00 PM			http://www.sunset-park.com/mall/MONSIGNOR/index.html	http://www.yelp.com/biz/monsignors-restaurant-brooklyn		http://local.yahoo.com/info-62632196-monsignors-restaurant-brooklyn	https://plus.google.com/117225259310894101006/about?hl=en	http://www.facebook.com/pages/Monsignors-Restaurant/182595268430462
